gene_symbol	uniprot_acc	papers_found	papers_selected	evidence_grade	tier
OR2J3	O76001	98	9	supportive_but_indirect	likely
OR2K2	Q8NGT1	51	2	weak	low
OR2L13	Q8N349	90	5	direct_multi_method	likely
OR2L2	Q8NH16	44	1	weak	low
OR2L3	Q8NG85	29	3	weak	low
OR2L5	Q8NG80	21	0	weak	low
OR2L8	Q8NGY9	37	2	weak	low
OR2M2	Q96R28	25	2	weak	low
OR2M3	Q8NG83	56	6	direct_multi_method	likely
OR2M4	Q96R27	43	2	weak	likely
OR2M5	A3KFT3	25	0	weak	low
OR2M7	Q8NG81	40	5	supportive_but_indirect	likely
OR2S2	Q9NQN1	50	2	weak	low
OR2T1	O43869	61	2	supportive_but_indirect	likely
OR2T10	Q8NGZ9	43	3	weak	low
OR2T11	Q8NH01	53	3	direct_single_method	likely
OR2T12	Q8NG77	28	0	weak	low
OR2T2	Q6IF00	40	2	weak	low
OR2T27	Q8NH04	30	0	weak	low
OR2T29	Q8NH02	23	0	weak	likely
OR2T3	Q8NH03	21	1	weak	low
OR2T33	Q8NG76	42	2	weak	low
OR2T34	Q8NGX1	41	2	weak	likely
OR2T35	Q8NGX2	38	0	weak	low
OR2T4	Q8NH00	40	3	weak	likely
OR2T5	Q6IEZ7	22	0	weak	low
OR2T6	Q8NHC8	36	3	supportive_but_indirect	likely
OR2T7	P0C7T2	18	1	weak	low
OR2T8	A6NH00	40	1	weak	low
OR2V1	Q8NHB1	22	0	weak	low
OR2V2	Q96R30	30	0	weak	low
OR2W1	Q9Y3N9	93	11	direct_multi_method	likely
OR2W3	Q7Z3T1	93	7	direct_single_method	likely
OR2Y1	Q8NGV0	49	2	weak	low
OR2Z1	Q8NG97	42	1	weak	low
OR3A1	P47881	136	9	direct_multi_method	canonical
OR3A2	P47893	101	1	weak	likely
OR3A3	P47888	41	2	supportive_but_indirect	likely
OR4A15	Q8NGL6	31	1	weak	low
OR4A16	Q8NH70	36	1	weak	low
OR4A47	Q6IF82	40	0	weak	low
OR4A5	Q8NH83	38	1	weak	low
OR4B1	Q8NGF8	28	1	weak	likely
OR4C11	Q6IEV9	46	0	weak	low
OR4C12	Q96R67	39	1	weak	low
OR4C13	Q8NGP0	37	5	direct_single_method	likely
OR4C15	Q8NGM1	27	1	weak	low
OR4C16	Q8NGL9	34	1	weak	low
OR4C3	Q8NH37	44	0	weak	low
OR4C45	A6NMZ5	22	0	weak	likely
OR4C46	A6NHA9	37	1	weak	low
OR4C5	Q8NGB2	34	0	weak	low
OR4C6	Q8NH72	56	1	weak	low
OR4D1	Q15615	112	3	supportive_but_indirect	likely
OR4D10	Q8NGI6	28	0	weak	low
OR4D11	Q8NGI4	22	1	weak	likely
OR4D2	P58180	86	1	weak	likely
OR4D5	Q8NGN0	28	0	weak	likely
OR4D6	Q8NGJ1	42	3	weak	low
OR4D9	Q8NGE8	23	2	weak	low
OR4E1	P0C645	21	1	weak	low
OR4E2	Q8NGC2	45	4	supportive_but_indirect	likely
OR4F15	Q8NGB8	30	0	weak	low
OR4F16	Q6IEY1	87	0	weak	low
OR4F17	Q8NGA8	31	0	weak	low
OR4F21	O95013	29	1	weak	low
OR4F29	Q6IEY1	78	1	weak	low
OR4F3	Q6IEY1	19	0	weak	low
OR4F5	Q8NH21	30	0	weak	low
OR4F6	Q8NGB9	24	0	weak	low
OR4K1	Q8NGD4	56	0	weak	low
OR4K13	Q8NH42	25	0	weak	low
OR4K14	Q8NGD5	26	0	weak	low
OR4K15	Q8NH41	36	0	weak	likely
OR4K17	Q8NGC6	30	1	weak	low
OR4K2	Q8NGD2	55	0	weak	low
OR4K3	Q96R72	24	0	weak	low
OR4K5	Q8NGD3	60	2	weak	low
OR4L1	Q8NH43	39	1	weak	low
OR4M1	Q8NGD0	93	10	weak	canonical
OR4M2	Q8NGB6	55	1	weak	low
OR4M2B	A0A0X1KG70	4	0	weak	low
OR4N2	Q8NGD1	66	0	weak	low
OR4N4	Q8N0Y3	80	1	weak	likely
OR4N4C	A0A096LPK9	7	0	weak	likely
OR4N5	Q8IXE1	29	1	weak	low
OR4P4	Q8NGL7	52	0	weak	low
OR4Q2	P0C623	15	0	weak	low
OR4Q3	Q8NH05	90	3	supportive_but_indirect	likely
OR4S1	Q8NGB4	35	3	supportive_but_indirect	likely
OR4S2	Q8NH73	55	3	supportive_but_indirect	canonical
OR4X1	Q8NH49	39	2	weak	low
OR4X2	Q8NGF9	35	3	supportive_but_indirect	likely
OR51A2	Q8NGJ7	35	3	supportive_but_indirect	likely
OR51A4	Q8NGJ6	34	0	weak	low
OR51A7	Q8NH64	39	3	supportive_but_indirect	likely
OR51B2	Q9Y5P1	62	1	weak	low
OR51B4	Q9Y5P0	101	2	weak	likely
OR51B5	Q9H339	193	7	supportive_but_indirect	likely
OR51B6	Q9H340	45	1	weak	low
OR51C1	A0A3B3IT45	4	0	weak	low
OR51D1	Q8NGF3	32	2	supportive_but_indirect	likely
OR51E1	Q8TCB6	162	23	direct_multi_method	canonical
OR51E2	Q9H255	203	27	direct_multi_method	canonical
OR51F1	A6NGY5	32	0	weak	low
OR51F2	Q8NH61	34	2	weak	low
OR51G1	Q8NGK1	34	0	weak	low
OR51G2	Q8NGK0	29	0	weak	low
OR51I1	Q9H343	84	1	weak	low
OR51I2	Q9H344	36	3	weak	low
OR51L1	Q8NGJ5	40	2	weak	low
OR51M1	Q9H341	43	3	direct_single_method	likely
OR51Q1	Q8NH59	29	0	weak	likely
OR51S1	Q8NGJ8	30	3	supportive_but_indirect	likely
OR51T1	Q8NGJ9	29	1	weak	low
OR51V1	Q9H2C8	43	1	weak	low
OR52A1	Q9UKL2	116	11	direct_single_method	likely
OR52A5	Q9H2C5	49	4	supportive_but_indirect	likely
OR52B2	Q96RD2	37	4	supportive_but_indirect	likely
OR52B4	Q8NGK2	46	0	weak	low
OR52B6	Q8NGF0	32	4	supportive_but_indirect	likely
OR52D1	Q9H346	114	2	weak	low
OR52E1	Q8NGJ3	10	2	weak	low
OR52E2	Q8NGJ4	25	2	weak	likely
OR52E4	Q8NGH9	42	1	weak	low
OR52E5	Q8NH55	13	2	weak	low
OR52E6	Q96RD3	23	1	weak	low
OR52E8	Q6IFG1	41	5	weak	low
OR52H1	Q8NGJ2	48	3	weak	low
OR52I1	Q8NGK6	28	2	weak	low
OR52I2	Q8NH67	30	1	weak	low
OR52J3	Q8NH60	32	0	weak	low
OR52K1	Q8NGK4	47	2	weak	low
OR52K2	Q8NGK3	46	3	weak	low
OR52L1	Q8NGH7	45	8	weak	low
OR52M1	Q8NGK5	40	0	weak	low
OR52N1	Q8NH53	33	0	weak	low
OR52N2	Q8NGI0	37	2	weak	low
OR52N4	Q8NGI2	42	6	weak	low
OR52N5	Q8NH56	31	2	weak	likely
OR52P1	Q8NH57	11	0	weak	low
OR52R1	Q8NGF1	39	3	weak	low
OR52W1	Q6IF63	31	1	weak	likely
OR56A1	Q8NGH5	33	3	weak	low
OR56A3	Q8NH54	24	0	weak	low
OR56A4	Q8NGH8	32	4	supportive_but_indirect	likely
OR56A5	P0C7T3	32	1	weak	low
OR56B1	Q8NGI3	31	3	supportive_but_indirect	likely
OR56B2	Q8NGI1	9	0	weak	low
OR56B4	Q8NH76	33	2	weak	low
OR5A1	Q8NGJ0	62	9	supportive_but_indirect	likely
OR5A2	Q8NGI9	47	7	supportive_but_indirect	likely
OR5AC2	Q9NZP5	128	1	weak	low
OR5AK2	Q8NH90	19	0	weak	low
OR5AL1	P0C617	16	1	weak	low
OR5AN1	Q8NGI8	55	8	supportive_but_indirect	likely
OR5AP2	Q8NGF4	20	2	weak	low
OR5AR1	Q8NGP9	32	0	weak	low
OR5AS1	Q8N127	32	2	weak	low
OR5AU1	Q8NGC0	28	0	weak	low
OR5B12	Q96R08	23	0	weak	likely
OR5B17	Q8NGF7	25	1	weak	low
OR5B2	Q96R09	29	0	weak	likely
OR5B21	A6NL26	30	3	weak	low
OR5B3	Q8NH48	23	1	weak	low
OR5BS1	A0A2R8YED5	3	0	weak	low
OR5C1	Q8NGR4	31	1	weak	low
OR5D13	Q8NGL4	25	1	weak	low
OR5D14	Q8NGL3	25	1	weak	likely
OR5D16	Q8NGK9	21	1	weak	low
OR5D18	Q8NGL1	33	4	weak	low
OR5D3	A0A2R8Y4L6	5	0	weak	low
OR5F1	O95221	53	0	weak	low
OR5H1	A6NKK0	27	0	weak	likely
OR5H14	A6NHG9	22	1	weak	low
OR5H15	A6NDH6	22	2	supportive_but_indirect	likely
OR5H2	Q8NGV7	32	1	weak	low
OR5H6	Q8NGV6	29	1	weak	low
OR5I1	Q13606	262	2	weak	low
OR5J2	Q8NH18	21	0	weak	low
OR5K1	Q8NHB7	53	8	supportive_but_indirect	likely
OR5K2	Q8NHB8	34	2	weak	low
OR5K3	A6NET4	16	0	weak	low
OR5K4	A6NMS3	21	0	weak	low
OR5L1	Q8NGL2	43	0	weak	low
OR5L2	Q8NGL0	35	0	weak	low
OR5M1	Q8NGP8	26	0	weak	low
OR5M10	Q6IEU7	28	0	weak	low
OR5M11	Q96RB7	33	2	weak	low
OR5M3	Q8NGP4	49	3	supportive_but_indirect	likely
OR5M8	Q8NGP6	27	0	weak	low
OR5M9	Q8NGP3	19	0	weak	low
OR5P2	Q8WZ92	53	2	weak	low
OR5P3	Q8WZ94	54	7	supportive_but_indirect	likely
OR5T1	Q8NG75	24	0	weak	low
OR5T2	Q8NGG2	27	1	weak	low
OR5T3	Q8NGG3	17	0	weak	low
OR5V1	Q9UGF6	66	2	supportive_but_indirect	likely
OR5W2	Q8NH69	24	0	weak	low
OR6A2	O95222	279	4	direct_single_method	canonical
OR6B1	O95007	50	1	weak	low
OR6B2	Q6IFH4	76	4	weak	low
OR6B3	Q8NGW1	34	2	weak	low
OR6C1	Q96RD1	39	0	weak	low
OR6C2	Q9NZP2	65	0	weak	low
OR6C3	Q9NZP0	52	2	weak	likely
OR6C4	Q8NGE1	44	2	weak	low
OR6C6	A6NF89	18	0	weak	low
OR6C65	A6NJZ3	22	0	weak	low
OR6C68	A6NDL8	14	1	weak	low
OR6C70	A6NIJ9	25	0	weak	low
OR6C74	A6NCV1	31	1	weak	low
OR6C75	A6NL08	24	0	weak	low
OR6C76	A6NM76	23	0	weak	low
OR6F1	Q8NGZ6	41	1	weak	likely
OR6J1	Q8NGC5	23	1	weak	low
OR6K2	Q8NGY2	35	0	weak	low
OR6K3	Q8NGY3	39	2	weak	low
OR6K6	Q8NGW6	32	0	weak	low
OR6M1	Q8NGM8	35	2	supportive_but_indirect	likely
OR6N1	Q8NGY5	40	0	weak	low
OR6N2	Q8NGY6	35	3	weak	low
OR6P1	Q8NGX9	32	5	weak	low
OR6Q1	Q8NGQ2	27	1	weak	low
OR6S1	Q8NH40	34	0	weak	low
OR6T1	Q8NGN1	33	1	weak	low
OR6V1	Q8N148	34	1	weak	low
OR6X1	Q8NH79	25	1	weak	low
OR6Y1	Q8NGX8	33	2	supportive_but_indirect	likely
OR7A10	O76100	36	1	weak	low
OR7A17	O14581	40	4	supportive_but_indirect	likely
OR7A5	Q15622	64	6	direct_single_method	likely
OR7C1	O76099	68	4	supportive_but_indirect	likely
OR7C2	O60412	54	0	weak	low
OR7D2	Q96RA2	57	3	weak	likely
OR7D4	Q8NG98	120	13	direct_multi_method	likely
OR7E24	Q6IFN5	45	5	supportive_but_indirect	likely
OR7G1	Q8NGA0	38	0	weak	low
OR7G2	Q8NG99	60	0	weak	low
OR7G3	Q8NG95	31	0	weak	low
OR8A1	Q8NGG7	39	2	weak	low
OR8B12	Q8NGG6	27	2	weak	low
OR8B2	Q96RD0	23	0	weak	low
OR8B3	Q8NGG8	43	3	supportive_but_indirect	likely
OR8B4	Q96RC9	27	1	weak	low
OR8B8	Q15620	124	2	weak	low
OR8D1	Q8WZ84	82	9	supportive_but_indirect	canonical
OR8D2	Q9GZM6	64	3	supportive_but_indirect	likely
OR8D4	Q8NGM9	36	1	weak	low
OR8G1	Q15617	30	0	weak	low
OR8G3	P0DMU2	7	0	weak	low
OR8G5	Q8NG78	36	1	weak	low
OR8H1	Q8NGG4	28	4	weak	low
OR8H2	Q8N162	25	0	weak	low
OR8H3	Q8N146	19	0	weak	low
OR8I2	Q8N0Y5	25	1	weak	low
OR8J1	Q8NGP2	34	0	weak	low
OR8J2	Q8NGG1	8	0	weak	low
OR8J3	Q8NGG0	18	0	weak	low
OR8K1	Q8NGG5	28	0	weak	low
OR8K3	Q8NH51	39	2	weak	low
OR8K5	Q8NH50	19	0	weak	low
OR8S1	Q8NH09	33	1	weak	low
OR8U1	Q8NH10	48	1	weak	low
OR8U3	Q8NH85	36	0	weak	low
OR8U8	P0C7N1	44	0	weak	low
OR8U9	P0C7N5	12	0	weak	low
OR9A2	Q8NGT5	29	3	weak	low
OR9A4	Q8NGU2	30	4	weak	low
OR9G1	Q8NH87	38	0	weak	low
OR9G4	Q8NGQ1	21	0	weak	low
OR9G9	P0C7N8	20	0	weak	likely
OR9H1	Q6UXT6	7	0	weak	low
OR9I1	Q8NGQ6	15	1	weak	low
OR9K2	Q8NGE7	33	1	weak	low
OR9Q1	Q8NGQ5	35	3	weak	low
OR9Q2	Q8NGE9	37	1	weak	low
ORAI1	Q96D31	279	45	direct_multi_method	canonical
ORAI2	Q96SN7	214	31	direct_multi_method	canonical
ORAI3	Q9BRQ5	214	34	direct_multi_method	canonical
OSCAR	Q8IYS5	315	6	direct_single_method	canonical
OSCP1	Q8WVF1	220	3	supportive_but_indirect	likely
OSMR	Q99650	227	31	direct_multi_method	canonical
OSTM1	Q86WC4	356	4	weak	low
OTOA	Q7RTW8	154	6	direct_single_method	likely
OTOGL	Q3ZCN5	138	6	weak	no
OTOP1	Q7RTM1	157	19	direct_multi_method	likely
OTOP2	Q7RTS6	146	11	direct_single_method	canonical
OTOP3	Q7RTS5	98	9	direct_single_method	canonical
OVCH2	Q7RTZ1	87	7	weak	no
OVGP1	Q12889	267	19	weak	low
OXER1	Q8TDS5	337	15	supportive_but_indirect	canonical
OXGR1	Q96P68	174	22	direct_multi_method	canonical
OXTR	P30559	297	19	direct_multi_method	likely
P2RX1	P51575	255	26	direct_multi_method	canonical
P2RX2	Q9UBL9	220	29	direct_multi_method	canonical
P2RX3	P56373	268	29	direct_multi_method	canonical
P2RX4	Q99571	257	40	direct_multi_method	likely
P2RX5	Q93086	242	20	direct_multi_method	canonical
P2RX6	O15547	218	13	direct_multi_method	canonical
P2RX7	Q99572	312	34	direct_multi_method	canonical
P2RY1	P47900	284	33	direct_multi_method	canonical
P2RY10	O00398	192	12	direct_single_method	canonical
P2RY11	Q96G91	216	26	direct_multi_method	canonical
P2RY12	Q9H244	305	33	direct_multi_method	canonical
P2RY13	Q9BPV8	214	14	direct_multi_method	canonical
P2RY14	Q15391	218	32	direct_multi_method	canonical
P2RY2	P41231	299	40	direct_multi_method	canonical
P2RY4	P51582	303	17	supportive_but_indirect	canonical
P2RY6	Q15077	243	38	direct_multi_method	canonical
P2RY8	Q86VZ1	232	9	direct_single_method	likely
P4HB	P07237	316	19	direct_multi_method	likely
PACC1	Q9H813	271	20	direct_multi_method	canonical
PACSIN2	Q9UNF0	239	19	weak	no
PAEP	P09466	370	2	weak	no
PAG1	Q9NWQ8	336	14	direct_multi_method	canonical
PAK6	Q9NQU5	220	5	weak	no
PALM	O75781	330	6	weak	no
PALM2AKAP2	Q9Y2D5	197	9	weak	no
PALMD	Q9NP74	200	7	weak	no
PALS1	Q8N3R9	196	22	weak	no
PAM	P19021	348	2	supportive_but_indirect	likely
PAMR1	Q6UXH9	329	0	weak	no
PANX1	Q96RD7	262	38	direct_multi_method	canonical
PANX2	Q96RD6	219	17	direct_single_method	low
PANX3	Q96QZ0	182	19	direct_multi_method	canonical
PAPPA	Q13219	335	9	weak	canonical
PAPPA2	Q9BXP8	242	19	weak	no
PAQR5	Q9NXK6	171	14	direct_single_method	canonical
PAQR6	Q6TCH4	142	14	direct_multi_method	likely
PAQR7	Q86WK9	322	6	weak	canonical
PAQR8	Q8TEZ7	263	10	direct_single_method	canonical
PAQR9	Q6ZVX9	200	9	supportive_but_indirect	canonical
PARD3	Q8TEW0	261	22	weak	no
PARD3B	Q8TEW8	178	7	weak	no
PARD6A	Q9NPB6	234	20	weak	no
PARD6B	Q9BYG5	185	25	weak	no
PARD6G	Q9BYG4	171	9	weak	no
PARM1	Q6UWI2	187	6	conflicting	low
PATE1	Q8WXA2	255	6	direct_single_method	likely
PATE2	Q6UY27	76	5	supportive_but_indirect	likely
PATE3	B3GLJ2	40	7	supportive_but_indirect	likely
PATE4	P0C8F1	91	4	weak	low
PATJ	Q8NI35	259	22	weak	no
PAWR	Q96IZ0	261	2	weak	low
PBOV1	Q9GZY1	140	1	weak	no
PCARE	A6NGG8	263	2	weak	no
PCDH1	Q08174	212	0	weak	likely
PCDH10	Q9P2E7	193	13	weak	canonical
PCDH11X	Q9BZA7	231	15	supportive_but_indirect	likely
PCDH11Y	Q9BZA8	175	14	supportive_but_indirect	likely
PCDH12	Q9NPG4	263	4	weak	likely
PCDH15	Q96QU1	232	23	direct_multi_method	likely
PCDH17	O14917	213	12	direct_single_method	canonical
PCDH18	Q9HCL0	275	10	direct_single_method	canonical
PCDH19	Q8TAB3	217	20	direct_multi_method	canonical
PCDH20	Q8N6Y1	164	12	supportive_but_indirect	likely
PCDH7	O60245	240	23	direct_multi_method	canonical
PCDH8	O95206	255	11	direct_multi_method	canonical
PCDH9	Q9HC56	226	18	direct_single_method	canonical
PCDHA1	Q9Y5I3	175	8	supportive_but_indirect	likely
PCDHA10	Q9Y5I2	121	5	weak	likely
PCDHA11	Q9Y5I1	106	5	weak	likely
PCDHA12	Q9UN75	114	8	supportive_but_indirect	likely
PCDHA13	Q9Y5I0	120	3	weak	likely
PCDHA2	Q9Y5H9	195	5	weak	likely
PCDHA3	Q9Y5H8	140	7	supportive_but_indirect	likely
PCDHA4	Q9UN74	295	7	conflicting	low
PCDHA5	Q9Y5H7	121	5	weak	likely
PCDHA6	Q9UN73	278	10	supportive_but_indirect	likely
PCDHA7	Q9UN72	139	9	supportive_but_indirect	likely
PCDHA8	Q9Y5H6	113	8	supportive_but_indirect	likely
PCDHA9	Q9Y5H5	122	8	weak	likely
PCDHAC1	Q9H158	157	8	supportive_but_indirect	likely
PCDHAC2	Q9Y5I4	156	8	weak	likely
PCDHB1	Q9Y5F3	201	4	supportive_but_indirect	canonical
PCDHB10	Q9UN67	103	5	supportive_but_indirect	likely
PCDHB11	Q9Y5F2	270	4	direct_single_method	likely
PCDHB12	Q9Y5F1	96	6	weak	likely
PCDHB13	Q9Y5F0	80	5	direct_single_method	canonical
PCDHB14	Q9Y5E9	98	4	weak	likely
PCDHB15	Q9Y5E8	94	5	weak	likely
PCDHB16	Q9NRJ7	287	6	supportive_but_indirect	likely
PCDHB2	Q9Y5E7	126	3	weak	likely
PCDHB3	Q9Y5E6	114	5	weak	likely
PCDHB4	Q9Y5E5	113	3	weak	likely
PCDHB5	Q9Y5E4	142	2	weak	likely
PCDHB6	Q9Y5E3	119	2	weak	likely
PCDHB7	Q9Y5E2	115	3	weak	likely
PCDHB8	Q9UN66	102	3	weak	likely
PCDHB9	Q9Y5E1	103	7	supportive_but_indirect	canonical
PCDHGA1	Q9Y5H4	127	10	supportive_but_indirect	likely
PCDHGA10	Q9Y5H3	99	8	direct_single_method	likely
PCDHGA11	Q9Y5H2	115	5	weak	likely
PCDHGA12	O60330	165	6	supportive_but_indirect	likely
PCDHGA2	Q9Y5H1	130	5	weak	likely
PCDHGA3	Q9Y5H0	115	9	supportive_but_indirect	likely
PCDHGA4	Q9Y5G9	127	7	weak	likely
PCDHGA5	Q9Y5G8	265	7	weak	likely
PCDHGA6	Q9Y5G7	83	7	direct_single_method	likely
PCDHGA7	Q9Y5G6	89	5	weak	likely
PCDHGA8	Q9Y5G5	93	5	supportive_but_indirect	likely
PCDHGA9	Q9Y5G4	100	9	direct_single_method	canonical
PCDHGB1	Q9Y5G3	111	8	direct_single_method	likely
PCDHGB2	Q9Y5G2	101	8	supportive_but_indirect	likely
PCDHGB3	Q9Y5G1	95	5	supportive_but_indirect	likely
PCDHGB4	Q9UN71	201	4	direct_single_method	canonical
PCDHGB5	Q9Y5G0	92	6	direct_multi_method	canonical
PCDHGB6	Q9Y5F9	107	4	weak	likely
PCDHGB7	Q9Y5F8	202	5	direct_single_method	likely
PCDHGC3	Q9UN70	215	21	direct_multi_method	canonical
PCDHGC4	Q9Y5F7	102	16	supportive_but_indirect	likely
PCDHGC5	Q9Y5F6	114	16	direct_multi_method	canonical
PCED1B	Q96HM7	172	1	weak	uncertain
PCMT1	P22061	205	4	weak	low
PCNX1	Q96RV3	180	0	weak	no
PCNX2	A6NKB5	125	1	weak	no
PCNX3	Q9H6A9	103	0	weak	no
PCSK5	Q92824	284	13	supportive_but_indirect	likely
PCSK6	P29122	226	19	weak	no
PCSK7	Q16549	311	7	supportive_but_indirect	likely
PCSK9	Q8NBP7	311	22	weak	canonical
PDAP1	Q13442	337	3	weak	no
PDCD1	Q15116	333	34	direct_multi_method	canonical
PDCD1LG2	Q9BQ51	299	37	direct_multi_method	canonical
PDCD5	O14737	194	0	weak	no
PDE4D	Q08499	277	10	weak	no
PDE9A	O76083	194	9	weak	no
PDGFA	P04085	347	16	weak	no
PDGFB	P01127	354	9	weak	no
PDGFC	Q9NRA1	275	19	supportive_but_indirect	likely
PDGFD	Q9GZP0	283	12	weak	no
PDGFRA	P16234	335	27	direct_multi_method	canonical
PDGFRB	P09619	325	32	direct_multi_method	canonical
PDGFRL	Q15198	211	5	weak	low
PDIA3	P30101	277	22	direct_multi_method	likely
PDIA4	P13667	241	21	direct_multi_method	likely
PDIA6	Q15084	328	11	direct_multi_method	likely
PDPN	Q86YL7	306	31	direct_multi_method	canonical
PDZD11	Q5EBL8	130	10	weak	no
PDZD2	O15018	240	6	weak	low
PDZD7	Q9H5P4	147	13	weak	no
PDZD9	Q8IXQ8	54	0	weak	no
PDZK1IP1	Q13113	228	18	supportive_but_indirect	canonical
PEAR1	Q5VY43	201	19	direct_multi_method	canonical
PEBP4	Q96S96	191	3	supportive_but_indirect	likely
PECAM1	P16284	349	24	direct_multi_method	canonical
PEG10	Q86TG7	280	6	weak	low
PEPD	P12955	241	10	weak	no
PERP	Q96FX8	257	11	direct_single_method	likely
PEX5	P50542	226	4	weak	no
PFKP	Q01813	292	2	weak	no
PGAP6	Q9HCN3	194	4	direct_multi_method	canonical
PGCKA1	Q8IY42	82	1	weak	no
PGK1	P00558	327	9	weak	no
PGLYRP3	Q96LB9	219	7	weak	low
PGLYRP4	Q96LB8	155	5	weak	no
PGRMC1	O00264	285	25	supportive_but_indirect	likely
PGRMC2	O15173	225	21	weak	low
PHACTR2	O75167	164	0	weak	no
PHB1	P35232	252	19	direct_multi_method	likely
PHB2	Q99623	318	14	direct_multi_method	likely
PHEX	P78562	292	8	direct_multi_method	canonical
PHLPP1	O60346	266	7	weak	no
PI15	O43692	229	1	weak	no
PI16	Q6UXB8	277	16	weak	low
PI3	P19957	351	8	weak	low
PI4K2A	Q9BTU6	191	24	weak	no
PIANP	Q8IYJ0	169	8	direct_single_method	canonical
PIEZO1	Q92508	350	30	direct_multi_method	canonical
PIEZO2	Q9H5I5	264	32	direct_multi_method	canonical
PIGR	P01833	291	27	direct_multi_method	canonical
PIGT	Q969N2	169	21	weak	no
PIK3AP1	Q6ZUJ8	230	5	weak	no
PIK3IP1	Q96FE7	279	8	direct_multi_method	canonical
PILRA	Q9UKJ1	214	23	direct_multi_method	canonical
PILRB	Q9UKJ0	173	15	direct_multi_method	canonical
PINLYP	A6NC86	55	5	weak	no
PIP	P12273	340	1	weak	low
PIP4P1	Q86T03	135	10	weak	no
PIP5K1A	Q99755	191	21	weak	no
PIRT	P0C851	196	10	direct_single_method	likely
PITPNM2	Q9BZ72	183	9	weak	no
PITPNM3	Q9BZ71	274	12	supportive_but_indirect	canonical
PJA2	O43164	169	7	weak	no
PKD1	P98161	301	22	direct_multi_method	canonical
PKD1L1	Q8TDX9	171	11	direct_multi_method	likely
PKD1L2	Q7Z442	164	7	weak	low
PKD1L3	Q7Z443	161	16	direct_multi_method	likely
PKD2	Q13563	307	20	direct_multi_method	likely
PKD2L1	Q9P0L9	335	12	direct_single_method	likely
PKD2L2	Q9NZM6	155	10	weak	low
PKDCC	Q504Y2	201	10	weak	no
PKDREJ	Q9NTG1	102	6	supportive_but_indirect	likely
PKHD1	P08F94	262	12	supportive_but_indirect	likely
PKHD1L1	Q86WI1	180	11	direct_single_method	likely
PKM	P14618	335	14	weak	no
PKN1	Q16512	297	5	weak	no
PKN2	Q16513	251	3	weak	no
PKP1	Q13835	224	19	weak	no
PKP2	Q99959	257	18	weak	no
PKP3	Q9Y446	215	19	weak	no
PKP4	Q99569	203	22	weak	no
PLA1A	Q53H76	218	8	weak	no
PLA2G10	O15496	260	21	weak	no
PLA2G12A	Q9BZM1	228	4	weak	no
PLA2G15	Q8NCC3	356	2	weak	low
PLA2G1B	P04054	341	5	weak	low
PLA2G2A	P14555	296	16	weak	low
PLA2G2C	Q5R387	114	2	weak	no
PLA2G2E	Q9NZK7	143	6	weak	no
PLA2G2F	Q9BZM2	146	8	supportive_but_indirect	likely
PLA2G3	Q9NZ20	181	13	weak	no
PLA2G4F	Q68DD2	173	4	weak	no
PLA2G6	O60733	288	7	conflicting	no
PLA2G7	Q13093	277	12	weak	no
PLA2R1	Q13018	261	23	direct_multi_method	canonical
PLAAT3	P53816	201	8	weak	no
PLAAT4	Q9UL19	259	6	supportive_but_indirect	low
PLAC1	Q9HBJ0	166	16	direct_multi_method	canonical
PLAC8	Q9NZF1	319	4	weak	no
PLAC8L1	A1L4L8	41	1	weak	low
PLAC9	Q5JTB6	124	5	weak	low
PLAT	P00750	342	18	weak	no
PLAU	P00749	322	32	supportive_but_indirect	canonical
PLAUR	Q03405	273	31	direct_multi_method	canonical
PLB1	Q6P1J6	291	1	weak	likely
PLBD1	Q6P4A8	178	2	weak	no
PLBD2	Q8NHP8	275	3	weak	no
PLCD3	Q8N3E9	173	6	weak	no
PLCG1	P19174	288	18	weak	no
PLCXD2	Q0VAA5	99	1	weak	no
PLD1	Q13393	255	16	weak	no
PLD2	O14939	239	17	supportive_but_indirect	low
PLD3	Q8IV08	225	12	weak	low
PLD4	Q96BZ4	169	7	direct_single_method	likely
PLD5	Q8N7P1	160	2	weak	no
PLEC	Q15149	330	18	direct_single_method	likely
PLEKHA4	Q9H4M7	147	2	weak	no
PLEKHO2	Q8TD55	147	1	weak	no
PLET1	Q6UQ28	160	9	direct_single_method	likely
PLGLB1	Q02325	202	1	weak	no
PLGLB2	Q02325	176	0	weak	uncertain
PLGRKT	Q9HBL7	165	19	direct_multi_method	canonical
PLLP	Q9Y342	182	11	direct_single_method	likely
PLP1	P60201	304	10	direct_single_method	likely
PLP2	Q04941	374	1	weak	low
PLPP1	O14494	258	16	supportive_but_indirect	canonical
PLPP2	O43688	203	14	supportive_but_indirect	canonical
PLPP3	O14495	210	22	direct_multi_method	canonical
PLPP4	Q5VZY2	156	2	weak	likely
PLPP5	Q8NEB5	126	6	weak	low
PLPP7	Q8NBV4	125	2	weak	no
PLPPR1	Q8TBJ4	158	8	supportive_but_indirect	likely
PLPPR2	Q96GM1	223	1	supportive_but_indirect	likely
PLPPR3	Q6T4P5	305	2	supportive_but_indirect	likely
PLPPR4	Q7Z2D5	216	10	direct_multi_method	likely
PLPPR5	Q32ZL2	214	5	supportive_but_indirect	likely
PLSCR1	O15162	363	8	supportive_but_indirect	canonical
PLSCR2	Q9NRY7	97	4	weak	low
PLSCR3	Q9NRY6	150	13	weak	no
PLSCR4	Q9NRQ2	260	4	weak	low
